x,y,f1,color,f2,state,pointSource
12.0,2.0,5.505277789555221,1.877997568808955,36.006691602435765,0,0
36.0,42.0,12.59427742053208,2.18692703320662,112.1872747658728,0,1
48.0,3.0,7.773916076323099,1.2730454959633473,27.766202200855137,0,2
53.0,21.0,10.100191360754952,0.4855180360467079,16.412978705361525,0,3
55.0,11.0,8.924395406057688,1.281667391260549,32.151399337657715,0,4
11.908970542763855,1.952564869440408,5.316639038844845,1.374976188463361,21.02721461045381,1,0
35.82248399314022,41.89615253750345,12.510472045941112,2.0913766976434474,101.28544865638277,1,1
47.91576541673633,2.591415580519351,8.105892572019599,1.6098282429009114,40.54528583214892,1,2
53.066117242826586,21.213041431846296,9.841192444858748,0.5003618451706416,16.231255451824083,1,3
55.0,11.0,8.924395406057688,1.281667391260549,32.151399337657715,1,4
11.879187346692552,2.215808274228299,5.458713664021046,1.0720208320947848,15.94641439958543,2,0
36.22508279993102,42.0688856012558,12.733043262568815,2.3772307164766415,137.19882659423388,2,1
47.84378427659423,2.787114706286447,7.76251316379618,1.5552723432737439,36.766183142578136,2,2
53.14552862894439,21.601487954222222,9.901329971768135,0.5627612380471534,17.38191550164816,2,3
55.29958844282308,11.435747085597876,9.120865831594827,1.1458153696718003,28.685165480593056,2,4
11.561421894043702,1.5119838221269422,4.98748759811638,0.85939272197356,11.779079303757843,3,0
36.06159804115593,42.24494711759752,12.323542420568861,2.741309804371692,191.10466366854934,3,1
47.511566531723226,3.161253019973013,7.670814153553992,2.099180424805403,62.589853627528335,3,2
53.027058251085826,22.074791227211552,9.73711143483287,0.720761467560989,20.01948349222394,3,3
55.2932837330971,11.850763836738402,8.695360486532893,0.9038150872170675,21.468885335175752,3,4
11.49653155946245,1.481962345445985,5.212549131013817,1.6638689913735185,27.520687760997436,4,0
36.194865839344864,41.71829403897194,12.326352733628461,2.6982053134526334,183.0839484991419,4,1
47.67084109610563,2.9452420967273834,7.953451445616459,2.389713555569181,86.77508437805406,4,2
53.56342998566912,22.14733507274745,9.510973586955712,0.4911524577493336,15.542818577569026,4,3
55.60357522806845,11.695346180322302,8.344238869197708,0.7811532699787005,18.223730436647823,4,4
11.525938639764485,1.9028121603071364,4.882812022883717,1.9858186846950614,35.571329874689624,5,0
36.247526084843535,41.9863300552211,13.020890363501051,3.012197200486768,264.74106079861156,5,1
47.34571294558935,3.6450866771692216,7.832926885712702,2.340403328157313,81.34827041145302,5,2
53.31507356253106,21.766386686008147,9.967916503630924,0.8232104862564279,22.704929779787637,5,3
55.55465986356876,11.605361667524212,8.363801695259134,0.8811335816766386,20.187157878482246,5,4
11.586607032620213,2.273142655948783,4.748984905846215,1.887341409615273,31.351819409681696,6,0
36.08327502183609,42.22702033227834,13.122074970459877,2.4969471195513946,159.3723110295178,6,1
47.438158082061676,3.634132822506312,8.086755591780888,2.04078461608819,62.240892995789636,6,2
53.131069658584536,22.099406267602422,9.996810459576173,0.704405761684975,20.219992643311294,6,3
55.27299901392466,11.904855444028163,8.163247348324713,0.8290047104978651,18.70230465150297,6,4
11.752350660244124,2.3168286693083164,4.492119371108391,1.8180457086803858,27.670595618671765,7,0
35.94302486308928,42.20014548558451,13.08313042232578,2.6578696986462766,186.64218692064082,7,1
46.992610918597066,3.4432234190115625,8.305821838728171,2.069689452907064,65.80173121068313,7,2
53.076448201258394,21.539305055262066,10.1226918581195,0.6890020694387815,20.161638038524057,7,3
55.20713931217548,11.195607697030121,8.235271803346143,0.751717355212344,17.46403676036918,7,4
11.901860989094107,2.613003905095214,4.313989704012086,2.148073944919044,36.963727953799165,8,0
35.81000537889153,41.431172802728256,13.27773580802208,2.4519859837940214,154.1728872071704,8,1
46.98414536699423,3.6269584598616773,8.495726946545018,2.1718476335360735,74.5455955109763,8,2
53.26832026618632,21.1191955316737,10.33179074337064,0.4608210149288899,16.37976344629499,8,3
55.362310011805874,11.648309240410153,8.035166606985815,1.0416344609507555,22.770417036517646,8,4
11.699225250722165,2.593650238591766,4.605658623763818,2.103574519347122,37.74527123105402,9,0
35.49996306103301,41.47792270455156,13.19889349958216,2.7296574624928054,202.3078329261634,9,1
47.24139301001077,3.3354744440063855,8.503265273896089,2.0513324122096197,66.14059157571769,9,2
53.12084126791765,20.912744357012652,10.239071397460638,0.40291748726370014,15.319528987848404,9,3
55.02034162921403,11.832733978998558,8.128739322802927,0.696343472402312,16.309525426017707,9,4
11.9001913639786,2.261662213771228,4.808100712017134,2.251948236441942,45.706950690287755,10,0
35.63083886160959,41.41567083232209,13.333181586313557,2.543394838226966,169.63526337383374,10,1
47.461067715509664,3.8410380546704213,8.199961142969496,1.8080353142658048,50.00708672388821,10,2
53.51024798271666,20.848010961204366,10.47277204269857,0.6729861846955959,20.527489417245647,10,3
55.21800390088569,11.703396108610393,8.115292649603667,0.6465186511536878,15.491150327616516,10,4
11.973799943613463,1.9800702004973334,4.986761019160575,2.5842017435584568,66.08807672504929,11,0
35.94571718842839,41.22816964982149,13.629497259536445,2.3306155148743333,140.1694257780381,11,1
47.53902939613412,3.490316849662692,8.27574865030766,1.4660924476015729,35.852806055722894,11,2
53.35066820678477,20.662923956946244,10.406922915687517,0.48677627217206604,16.932714531490635,11,3
55.31393520449157,11.723929086854248,8.497655020963535,0.5162667332570019,14.24002951700083,11,4
11.800869838442058,1.9077490870345466,4.908930890111427,2.6106346301632786,66.79918012831912,12,0
36.23480167713068,41.308691946394106,13.770757965994227,2.1729709315100845,120.96706125081958,12,1
47.19917885235274,3.3943714618544063,7.536400805477774,0.810078356846385,16.942463067394165,12,2
